0	2
0	485
0	3284
1	42
1	43
1	60
1	113
1	116
1	161
1	252
1	1543
1	1782
1	1947
1	4141
1	5287
1	5598
1	5698
1	6877
1	7597
2	0
2	4
2	5
2	10
2	11
2	15
2	23
2	27
2	28
2	48
2	52
2	79
2	106
2	368
2	469
2	477
2	481
2	483
2	484
2	485
2	487
2	488
2	635
2	704
2	754
2	918
2	1200
2	1217
2	1520
2	1531
2	1600
2	1682
2	1942
2	1947
2	1955
2	1958
2	2038
2	2047
2	2137
2	2138
2	2289
2	3210
2	3284
2	3309
2	3326
2	3529
2	3930
2	3933
2	3935
2	3939
2	3980
2	4095
2	4173
2	4533
2	4695
2	4697
2	4711
2	5058
2	5287
2	6412
2	6495
2	6505
2	6642
2	6907
2	7593
2	7742
2	8326
2	8522
2	8547
2	8786
2	9712
2	9997
2	10043
2	10083
2	10164
2	10594
2	10703
2	11980
2	12315
2	13082
2	13799
2	14289
2	14457
2	15073
2	15158
4	2
4	28
4	488
4	918
4	1200
4	1351
4	1861
4	1937
4	2289
4	3079
4	3210
4	3930
4	4095
4	4463
4	4697
4	5155
4	6188
4	6495
4	10043
4	11156
4	12453
4	12728
4	15628
5	2
5	15
5	22
5	23
5	28
5	254
5	469
5	477
5	481
5	483
5	484
5	485
5	488
5	489
5	1200
5	1351
5	1353
5	2038
5	2137
5	2411
5	3930
5	3931
5	4697
5	4925
5	6168
5	6188
5	6412
5	6495
5	8326
5	8349
5	9712
5	10043
5	11156
5	12361
5	13799
5	14290
5	15628
6	49
6	1533
6	3646
6	7689
6	8302
6	10608
6	11649
6	12757
6	12784
6	13074
6	13592
6	13726
6	14961
6	16565
7	169
9	3738
9	3757
9	4263
9	4298
9	6043
9	7014
9	9311
9	10171
9	15763
10	2
10	15
10	477
10	1200
10	1217
10	3937
10	5058
10	5561
10	8649
10	8958
11	2
11	15
11	753
11	1217
11	1813
11	4893
11	5058
11	5340
11	6299
11	8649
13	62
13	80
13	118
13	205
13	753
13	1500
13	1655
13	1660
13	2285
13	4547
13	4798
13	7589
13	9138
13	11264
13	14098
13	14246
15	2
15	5
15	10
15	11
15	23
15	26
15	28
15	49
15	50
15	60
15	116
15	118
15	208
15	254
15	368
15	420
15	424
15	477
15	753
15	1947
15	2289
15	2411
15	2490
15	2628
15	3212
15	3278
15	3778
15	3980
15	4547
15	4711
15	4886
15	4925
15	5058
15	5787
15	6421
15	6495
15	6907
15	7579
15	7597
15	8114
15	8134
15	8303
15	8349
15	8791
15	9997
15	10484
15	10703
15	11056
15	11264
15	11343
15	12005
15	12315
15	13157
15	13339
15	13409
15	13482
15	14288
15	15073
15	15158
15	15600
15	15783
15	15862
16	17
16	28
16	52
16	67
16	144
16	189
16	216
16	226
16	246
16	1226
16	1346
16	2038
16	2216
16	2360
16	2622
16	2637
16	2979
16	3413
16	3416
16	3426
16	3427
16	3446
16	3914
16	3930
16	4280
16	4320
16	4481
16	4698
16	4742
16	5013
16	6091
16	6321
16	6472
16	6765
16	7036
16	7037
16	7876
16	8326
16	8349
16	8504
16	8877
16	9103
16	9496
16	11205
16	11939
16	12453
16	14267
16	15317
17	16
17	3413
17	3421
18	28
18	469
18	1200
18	1955
18	1958
18	2206
18	3930
18	4925
18	6495
18	8086
18	12264
20	1602
20	2368
21	676
21	918
21	1351
21	3079
21	4834
21	5660
21	6166
21	6495
21	6979
21	11194
21	12131
21	12529
21	12887
22	5
22	23
22	477
22	2038
22	2411
22	3185
22	3946
23	2
23	5
23	15
23	22
23	27
23	28
23	39
23	48
23	113
23	469
23	477
23	481
23	483
23	485
23	488
23	550
23	813
23	1200
23	1353
23	1520
23	1684
23	1957
23	2137
23	2138
23	2289
23	2411
23	3309
23	3326
23	3427
23	3929
23	3930
23	3935
23	3937
23	3939
23	3942
23	4095
23	4173
23	4463
23	4697
23	4817
23	6412
23	6495
23	6500
23	7742
23	8326
23	8751
23	9194
23	9712
23	10703
23	12453
23	15073
23	15783
25	1660
25	2638
25	2724
25	2815
25	4503
25	4798
25	7248
25	7634
25	7987
25	10083
25	11332
25	11596
25	12013
25	12124
25	12384
25	14542
25	14544
25	14608
25	15154
25	15550
25	16193
26	15
26	81
26	204
26	205
26	252
26	254
26	485
26	753
26	781
26	1575
26	1810
26	2387
26	3125
26	3127
26	3210
26	3278
26	3338
26	3717
26	4798
26	6142
26	6232
26	6406
26	6495
26	6656
26	7593
26	7597
26	8298
26	8366
26	8856
26	9388
26	9411
26	9545
26	9773
26	9788
26	9983
26	10358
26	10359
26	10776
26	11056
26	11075
26	11157
26	11160
26	11275
26	11494
26	13394
26	13587
26	13612
26	13726
26	13884
26	13915
26	14037
26	14146
26	14153
26	14506
26	14765
26	15262
26	15378
26	15600
26	15778
26	16068
26	16104
26	16152
26	16201
26	16266
26	16490
26	16678
26	16749
27	2
27	23
27	52
27	468
27	469
27	485
27	489
27	703
27	704
27	813
27	1200
27	1937
27	1957
27	2038
27	2055
27	2467
27	3185
27	3941
27	4533
27	4547
27	4925
27	6495
27	6505
27	6555
27	6607
27	6642
27	7426
27	7589
27	8114
27	8303
27	8326
27	8349
27	8420
27	9194
27	10055
27	10292
27	10484
27	11088
27	11156
27	11231
27	12020
27	12245
27	12264
27	12315
27	12457
27	12567
27	12990
27	13350
27	13513
27	13799
27	14067
27	14289
27	15600
27	15628
27	15862
27	15996
27	16202
28	2
28	4
28	5
28	15
28	16
28	18
28	23
28	247
28	469
28	477
28	484
28	485
28	486
28	488
28	489
28	550
28	635
28	753
28	918
28	1200
28	1217
28	1351
28	1353
28	1520
28	1942
28	1943
28	1957
28	1958
28	2038
28	2132
28	2137
28	2138
28	2206
28	2411
28	2467
28	3012
28	3041
28	3079
28	3176
28	3185
28	3309
28	3326
28	3422
28	3525
28	3858
28	3929
28	3930
28	3931
28	3932
28	3933
28	3935
28	3937
28	3941
28	3942
28	4202
28	4594
28	5587
28	6412
28	6555
28	7611
28	7889
28	8086
28	9564
28	9712
29	921
29	2216
29	2220
29	2228
29	2235
29	2315
29	4908
29	6256
29	6611
29	7023
29	7297
29	7322
29	7981
29	7982
29	8001
29	9828
29	9864
29	10216
29	10496
29	10497
29	10600
29	10892
29	11303
29	12394
29	13515
29	14561
30	657
30	2283
30	6639
30	8208
30	8598
30	8965
31	62
31	64
31	2610
31	2620
31	2638
31	2813
31	2815
31	2839
31	3628
31	3742
31	6721
31	6855
31	7035
31	7634
31	8134
31	9465
31	10424
31	11892
31	14074
31	14608
31	15550
31	15709
31	16193
31	16380
32	45
32	1072
32	4590
33	2419
34	2940
34	3787
34	6610
34	10011
34	11264
34	14432
34	14728
34	15375
34	15550
34	16193
36	467
36	698
36	1302
36	1673
36	2367
36	3689
36	4360
36	5166
36	5643
36	6116
36	6304
36	7890
36	8154
36	8368
36	9696
36	10338
36	11571
36	11775
36	12085
39	23
39	62
39	64
39	161
39	169
39	477
39	1531
39	1955
40	81
40	477
40	1200
40	1575
40	1637
40	1682
40	1942
40	1955
40	3529
40	4944
40	6232
40	6383
40	6495
40	7589
40	7597
40	9411
40	9545
40	9773
40	9821
40	9908
40	10249
40	10786
40	11176
40	11567
40	11779
40	11815
40	12529
40	13409
40	13884
40	14908
40	15610
40	16201
41	107
41	3461
41	5716
41	5928
42	1
42	43
42	54
42	107
42	113
42	116
42	161
42	169
42	252
42	1539
42	1543
42	5287
42	7275
43	1
43	42
43	62
43	113
43	161
43	169
43	204
43	1351
43	1531
43	1945
43	1955
43	2023
43	3297
43	5924
43	6877
43	8791
43	13726
44	2267
45	32
45	240
45	1746
45	2853
45	3565
45	4236
45	4590
45	5103
45	5217
46	46
46	3933
48	2
48	23
48	477
48	1955
49	6
49	15
49	54
49	55
49	60
49	187
49	1553
49	1593
49	4965
49	5059
